,completeness,similarity,error,form_name
0,100.0,100.0,0.0,00_00_bao_cao_tot_nghiep_du_hoc_sinh.txt
1,100.0,100.0,0.0,00_01_bao_cao_tot_nghiep_du_hoc_sinh.txt
2,100.0,93.33333333333333,0.0,01_00_BCC_thuc_hien_trach_nhiem_du_hoc_sinh.txt
3,100.0,95.65217391304348,0.0,01_01_BCC_thuc_hien_trach_nhiem_du_hoc_sinh.txt
4,100.0,100.0,0.0,02_00_cap_chinh_sach_noi_tru.txt
5,100.0,100.0,0.0,02_01_cap_chinh_sach_noi_tru.txt
6,100.0,100.0,0.0,03_00_cap_chinh_sach_noi_tru_dang_hoc.txt
7,100.0,100.0,0.0,03_01_cap_chinh_sach_noi_tru_dang_hoc.txt
8,100.0,100.0,0.0,06_00_cap_GPLX_quoc_te.txt
9,100.0,93.75,0.0,06_01_cap_GPLX_quoc_te.txt
10,100.0,100.0,0.0,07_00_cap_lai_the_BHYT.txt
11,100.0,100.0,0.0,07_01_cap_lai_the_BHYT.txt
12,100.0,100.0,0.0,08_00_cccd.txt
13,100.0,100.0,0.0,08_01_cccd.txt
14,100.0,100.0,0.0,08_02_cccd.txt
15,100.0,100.0,0.0,09_00_cham_dut_huong_tro_cap_that_nghiep.txt
16,100.0,92.85714285714286,0.0,09_01_cham_dut_huong_tro_cap_that_nghiep.txt
17,100.0,100.0,0.0,10_00_chuyen_noi_huong_tro_cap_that_nghiep.txt
18,100.0,91.66666666666666,0.0,10_01_chuyen_noi_huong_tro_cap_that_nghiep.txt
19,100.0,100.0,0.0,11_00_dang_ky_khai_sinh.txt
20,100.0,100.0,0.0,11_01_dang_ky_khai_sinh.txt
21,100.0,100.0,0.0,11_02_dang_ky_khai_sinh.txt
22,100.0,100.0,0.0,11_03_dang_ky_khai_sinh.txt
23,100.0,63.63636363636363,0.0,12_00_DDN_cap_doi_GPLX.txt
24,100.0,73.33333333333333,0.0,12_01_DDN_cap_doi_GPLX.txt
25,100.0,100.0,0.0,13_00_DDN_gia_han_time_hoc_nuoc_ngoai.txt
26,100.0,100.0,0.0,13_01_DDN_gia_han_time_hoc_nuoc_ngoai.txt
27,100.0,95.0,0.0,14_00_DDN_ho_tro_chi_phi_mai_tang.txt
28,100.0,40.0,55.00000000000001,14_01_DDN_ho_tro_chi_phi_mai_tang.txt
29,100.0,100.0,0.0,15_00_DDN_ho_tro_hoc_tap.txt
30,100.0,100.0,0.0,15_01_DDN_ho_tro_hoc_tap.txt
31,100.0,91.66666666666666,8.333333333333332,16_00_DDN_huong_che_do_benh_nghe_nghiep.txt
32,100.0,100.0,0.0,16_01_DDN_huong_che_do_benh_nghe_nghiep.txt
33,100.0,100.0,0.0,17_00_de_nghi_ho_tro_hoc_nghe.txt
34,100.0,100.0,0.0,17_01_de_nghi_ho_tro_hoc_nghe.txt
35,100.0,100.0,0.0,17_02_de_nghi_ho_tro_hoc_nghe.txt
36,100.0,100.0,0.0,18_00_de_nghi_huong_tro_cap_that_nghiep.txt
37,100.0,100.0,0.0,18_01_de_nghi_huong_tro_cap_that_nghiep.txt
38,100.0,94.44444444444444,0.0,18_02_de_nghi_huong_tro_cap_that_nghiep.txt
39,100.0,100.0,0.0,19_00_de_nghi_khong_huong_tro_cap_that_nghiep.txt
40,100.0,100.0,0.0,19_01_de_nghi_khong_huong_tro_cap_that_nghiep.txt
41,100.0,100.0,0.0,19_02_de_nghi_khong_huong_tro_cap_that_nghiep.txt
42,100.0,68.75,3.125,20_00_de_nghi_Nhan_che_do_BHXH_khi_nguoi_huong_tu_tran.txt
43,100.0,89.65517241379311,3.4482758620689653,20_01_de_nghi_Nhan_che_do_BHXH_khi_nguoi_huong_tu_tran.txt
44,100.0,100.0,0.0,21_00_de_nghi_xac_nhan_cap_ho_tro.txt
45,100.0,100.0,0.0,21_01_de_nghi_xac_nhan_cap_ho_tro.txt
46,100.0,100.0,0.0,21_02_de_nghi_xac_nhan_cap_ho_tro.txt
47,100.0,100.0,0.0,22_00_dk_xe1.txt
48,100.0,100.0,0.0,22_01_dk_xe1.txt
49,100.0,72.72727272727273,27.27272727272727,22_02_dk_xe1.txt
50,100.0,86.66666666666667,13.333333333333334,23_00_doi_ho_ten_cho_con.txt
51,100.0,88.88888888888889,11.11111111111111,23_01_doi_ho_ten_cho_con.txt
52,100.0,87.5,12.5,23_02_doi_ho_ten_cho_con.txt
53,100.0,42.857142857142854,57.14285714285714,24_00_don_de_nghi_ho_tro.txt
54,100.0,60.0,40.0,24_01_don_de_nghi_ho_tro.txt
55,100.0,100.0,0.0,25_00_don_de_nghi_xac _minh_cmnd.txt
56,100.0,93.33333333333333,0.0,25_01_don_de_nghi_xac _minh_cmnd.txt
57,100.0,92.3076923076923,0.0,26_00_don_khieu_nai.txt
58,100.0,90.9090909090909,0.0,26_01_don_khieu_nai.txt
59,100.0,90.9090909090909,0.0,27_00_don_khoi_kien.txt
60,100.0,90.9090909090909,0.0,27_01_don_khoi_kien.txt
61,100.0,91.66666666666666,0.0,27_02_don_khoi_kien.txt
62,100.0,88.88888888888889,11.11111111111111,28_00_don_to_cao.txt
63,100.0,88.23529411764706,11.76470588235294,28_01_don_to_cao.txt
64,100.0,75.0,25.0,28_02_don_to_cao.txt
65,100.0,100.0,0.0,29_00_don_xin_chuyen_truong_tieu_hoc_trong_nuoc.txt
66,100.0,91.66666666666666,0.0,29_01_don_xin_chuyen_truong_tieu_hoc_trong_nuoc.txt
67,100.0,100.0,0.0,30_00_don_xin_giao_dat.txt
68,100.0,100.0,0.0,30_01_don_xin_giao_dat.txt
69,100.0,100.0,0.0,31_00_don_xin_mien_giam_hoc_phi.txt
70,100.0,100.0,0.0,31_01_don_xin_mien_giam_hoc_phi.txt
71,100.0,100.0,0.0,31_02_don_xin_mien_giam_hoc_phi.txt
72,100.0,100.0,0.0,32_00_don_xin_rut_ho_so.txt
73,100.0,100.0,0.0,32_01_don_xin_rut_ho_so.txt
74,100.0,100.0,0.0,33_00_don_xin_thoi_hoc.txt
75,100.0,100.0,0.0,33_01_don_xin_thoi_hoc.txt
76,100.0,100.0,0.0,34_00_giay_cam_ket.txt
77,100.0,100.0,0.0,34_01_giay_cam_ket.txt
78,100.0,100.0,0.0,34_02_giay_cam_ket.txt
79,100.0,100.0,0.0,35_00_giay_de_nghi_kham_giam_dinh.txt
80,100.0,100.0,0.0,35_01_giay_de_nghi_kham_giam_dinh.txt
81,100.0,100.0,0.0,36_00_giay_de_nghi_mua_dien_cho_ngoai_sinh_hoat.txt
82,100.0,80.0,0.0,36_01_giay_de_nghi_mua_dien_cho_ngoai_sinh_hoat.txt
83,100.0,100.0,0.0,36_02_giay_de_nghi_mua_dien_cho_ngoai_sinh_hoat.txt
84,100.0,66.66666666666666,0.0,37_00_giay_phep_xay_dung.txt
85,100.0,91.66666666666666,0.0,38_00_giay_uy_quyen.txt
86,100.0,87.5,4.166666666666666,38_01_giay_uy_quyen.txt
87,100.0,45.45454545454545,0.0,39_00_hoi_dap_chi_cuc_thue.txt
88,100.0,62.5,0.0,39_01_hoi_dap_chi_cuc_thue.txt
89,100.0,94.11764705882352,0.0,40_00_mau_giay_gioi_thieu_denghi_giam_dinh.txt
90,100.0,93.75,0.0,40_01_mau_giay_gioi_thieu_denghi_giam_dinh.txt
91,100.0,93.33333333333333,0.0,40_02_mau_giay_gioi_thieu_denghi_giam_dinh.txt
92,100.0,100.0,0.0,41_00_Mẫu số 16 - TT 28.txt
93,100.0,100.0,0.0,41_01_Mẫu số 16 - TT 28.txt
94,100.0,94.73684210526315,0.0,42_00_Mẫu TK04 khôi phục HC TK04 MỚI.txt
95,100.0,100.0,0.0,42_01_Mẫu TK04 khôi phục HC TK04 MỚI.txt
96,100.0,95.0,0.0,43_00_Mẫu TK05 báo mất HC 05 7 TK05 MỚI.txt
97,100.0,94.73684210526315,0.0,43_01_Mẫu TK05 báo mất HC 05 7 TK05 MỚI.txt
98,100.0,100.0,0.0,44_00_Quyet_dinh_viec_nghi_viec_huong_che_do_huu_tri.txt
99,100.0,100.0,0.0,44_01_Quyet_dinh_viec_nghi_viec_huong_che_do_huu_tri.txt
100,100.0,100.0,0.0,45_00_thay_doi_thong_tin_cu_tru.txt
101,100.0,100.0,0.0,45_01_thay_doi_thong_tin_cu_tru.txt
102,100.0,94.11764705882352,0.0,46_00_thay_doi_thong_tin_cu_tru_nuoc_ngoai.txt
103,100.0,94.44444444444444,0.0,46_01_thay_doi_thong_tin_cu_tru_nuoc_ngoai.txt
104,100.0,76.92307692307693,7.6923076923076925,47_00_thay_doi_thong_tin_nguoi_huong.txt
105,100.0,76.92307692307693,7.6923076923076925,47_01_thay_doi_thong_tin_nguoi_huong.txt
106,100.0,100.0,0.0,48_00_thong_tin_co_ban.txt
107,100.0,87.5,0.0,49_00_TK1-TS.txt
108,100.0,75.0,0.0,49_01_TK1-TS.txt
109,100.0,100.0,0.0,50_00_TKDK_thay_doi_bo_sung_ho_tich_xacdinhlai_dantoc.txt
110,100.0,100.0,0.0,50_01_TKDK_thay_doi_bo_sung_ho_tich_xacdinhlai_dantoc.txt
111,100.0,83.78378378378379,13.513513513513514,51_00_TK_cap_ho_chieu_tre_em.txt
112,100.0,74.19354838709677,22.58064516129032,51_01_TK_cap_ho_chieu_tre_em.txt
113,100.0,95.65217391304348,4.3478260869565215,52_00_TK_dang_ky_CMC.txt
114,100.0,84.0,16.0,52_01_TK_dang_ky_CMC.txt
115,100.0,92.3076923076923,3.8461538461538463,53_00_TK_DKLai_viec_nuoi_con_nuoi.txt
116,100.0,83.33333333333334,13.333333333333334,53_01_TK_DKLai_viec_nuoi_con_nuoi.txt
117,100.0,95.65217391304348,0.0,54_00_TK_DK_cham_dut_giam_ho.txt
118,100.0,100.0,0.0,54_01_TK_DK_cham_dut_giam_ho.txt
119,100.0,100.0,0.0,55_00_TK_DK_giam_ho.txt
120,100.0,95.45454545454545,0.0,55_01_TK_DK_giam_ho.txt
121,100.0,40.909090909090914,59.09090909090909,55_02_TK_DK_giam_ho.txt
122,100.0,100.0,0.0,56_00_TK_DK_khai_tu.txt
123,100.0,100.0,0.0,56_01_TK_DK_khai_tu.txt
124,100.0,100.0,0.0,56_02_TK_DK_khai_tu.txt
125,100.0,95.65217391304348,4.3478260869565215,57_00_TK_DK_nhan_CMC.txt
126,100.0,95.83333333333334,4.166666666666666,57_01_TK_DK_nhan_CMC.txt
127,100.0,95.23809523809523,4.761904761904762,57_02_TK_DK_nhan_CMC.txt
128,100.0,100.0,0.0,58_00_TK_thay_doi_thong_tin_cu_tru.txt
129,100.0,100.0,0.0,59_00_to_khai_thue_thu_nhap_ca_nhan.txt
130,100.0,100.0,0.0,59_01_to_khai_thue_thu_nhap_ca_nhan.txt
131,100.0,88.88888888888889,5.555555555555555,60_00_xac_minh_cccd.txt
132,100.0,87.5,6.25,60_01_xac_minh_cccd.txt
133,100.0,89.47368421052632,5.263157894736842,60_02_xac_minh_cccd.txt
134,100.0,100.0,0.0,61_00_xac_nhan_thu_nhap.txt
135,100.0,100.0,0.0,61_01_xac_nhan_thu_nhap.txt
136,100.0,100.0,0.0,62_00_xet_cap_hoc_bong_chinh_sach.txt
137,100.0,92.85714285714286,7.142857142857142,62_01_xet_cap_hoc_bong_chinh_sach.txt
138,100.0,100.0,0.0,63_00_xinviec.txt
139,100.0,100.0,0.0,63_01_xinviec.txt
140,100.0,77.77777777777779,11.11111111111111,64_00_ĐN_chi_tra_tien_mien_giam_hoc_phi.txt
141,100.0,81.81818181818183,9.090909090909092,64_01_ĐN_chi_tra_tien_mien_giam_hoc_phi.txt
142,100.0,83.33333333333334,8.333333333333332,64_02_ĐN_chi_tra_tien_mien_giam_hoc_phi.txt
